day,month,year,traffic_source,total_sessions,unique_transactions,transaction_revenue,transaction_total,active_users,cost,clicks,impressions
10,9,2020,meta,11962,7,161.75,167.73,4,165.39,10473,541820
3,10,2020,meta,18876,11,200,217.94,3,151.55,17957,769059
6,7,2021,meta,22339,20,424.5,451.41,10,230.76,19911,627891
31,12,2020,meta,8323,5,74.5,80.48,3,74.95,6768,192257
13,8,2020,meta,12010,11,166.5,181.45,7,98.96,9578,343611
29,2,2020,meta,5585,8,143,154.96,5,,,
28,7,2021,meta,11763,17,201.5,240.37,4,146.3,9465,293742
6,2,2020,meta,3305,1,34,34,1,,,
21,9,2020,meta,25524,19,379.5,397.44,12,213.46,21125,863275
22,3,2020,meta,10746,14,202.15,223.08,7,,,
23,3,2021,meta,7066,7,131,139.97,3,60.81,5517,102485
15,8,2020,meta,12334,8,119.5,131.46,4,127.82,9633,685658
15,2,2020,meta,3452,4,106.5,109.49,3,,,
20,8,2021,meta,14853,15,330,344.95,9,241.85,13264,313856
5,10,2020,meta,19651,14,228,245.94,3,156.92,16926,813924
25,8,2020,meta,8969,4,99.5,102.49,2,122.7,8268,313173
29,7,2021,meta,11715,21,340.75,361.68,11,153.91,10005,315378
23,11,2020,meta,25613,19,375.75,402.66,11,263.74,17585,509909
13,8,2021,meta,12182,21,631.25,652.18,13,149.19,10907,277736
2,1,2021,meta,17206,5,204,206.99,4,54.47,15335,315828
26,3,2021,meta,17288,15,545.5,560.45,10,92.84,14969,282471
10,11,2020,meta,25755,18,299,334.88,5,233.38,21845,601530
17,2,2021,meta,34801,11,275,277.99,4,189.44,32354,554137
17,8,2020,meta,9839,4,61,66.98,1,91.64,8836,323010
18,10,2020,meta,17434,9,113,130.94,1,125.24,14530,435668
21,11,2021,meta,13880,15,302.25,317.2,7,82.92,11720,242754
12,11,2020,meta,27380,15,465.25,480.2,5,378.23,22895,594596
8,7,2020,meta,14030,84,1383.5,1485.16,56,98.43,8254,273644
2,2,2021,meta,13747,5,62,73.96,1,134.05,11659,250111
23,9,2020,meta,23538,15,212.5,236.42,9,256.87,17258,696360
28,2,2020,meta,5122,8,196,204.97,4,,,
19,10,2020,meta,16042,5,40,54.95,2,140.91,13899,504798
20,5,2020,meta,14663,8,193,201.97,4,,,
9,6,2021,meta,26264,34,893,913.93,18,268.74,23427,618346
4,2,2021,meta,19047,11,285.5,297.46,4,162.2,17674,366519
13,2,2020,meta,5006,12,174,188.95,11,,,
25,3,2021,meta,17503,10,321,321,7,100.78,14074,262875
23,8,2021,meta,17655,20,453.25,477.17,13,278.94,14439,398457
27,12,2020,meta,22025,12,142,165.92,10,144.49,18183,341944
27,11,2021,meta,57637,82,2510.5,2582.26,40,767.78,52378,1168931
20,3,2020,meta,8078,6,159,164.98,2,,,
5,2,2021,meta,15047,7,166,171.98,4,132.31,13290,277342
24,9,2020,meta,19663,13,401.75,410.72,9,139.96,17282,650683
11,3,2021,meta,20076,15,269.75,287.69,8,109.49,17843,325683
11,11,2020,meta,40153,114,826.25,1143.19,56,543.92,31367,899827
3,2,2021,meta,21961,8,159.5,171.46,5,183.2,20227,395022
22,8,2021,meta,16818,31,561.5,612.33,17,272.08,15099,359343
18,8,2020,meta,12487,29,658.75,676.69,15,96.91,10043,350807
16,7,2021,meta,11994,18,340,360.93,7,87.65,10642,309538
6,10,2021,meta,11450,25,581,592.96,6,149.56,9932,321573
11,9,2020,meta,11909,6,186,186,2,167.75,10416,531139
27,10,2021,meta,12620,18,531,551.93,3,207.75,10937,470738
28,4,2020,meta,10146,10,210,221.96,8,,,
10,7,2020,meta,14486,51,896.5,971.25,33,132.73,10284,373519
4,8,2020,meta,9883,23,348.25,387.12,10,57.38,7443,293416
4,2,2020,meta,3280,7,127,132.98,6,,,
11,8,2021,meta,13876,26,571,597.91,18,161.62,11919,267570
19,2,2020,meta,3689,2,30,32.99,1,,,
20,5,2021,meta,34996,23,480.5,510.4,10,465.38,32364,1083751
14,3,2021,meta,19651,11,274.5,286.46,6,118.25,16589,323890
7,6,2021,meta,27785,28,641,658.94,10,225.98,23655,701601
11,9,2021,meta,20475,35,1047.5,1092.35,15,353.64,18191,451199
23,10,2021,meta,14675,25,665.75,683.69,12,213.02,12667,397451
2,7,2021,meta,21716,30,564.5,606.36,6,221.51,18805,620395
20,12,2021,meta,38847,36,753.63,801.47,17,402.4,35164,1124744
21,10,2021,meta,12604,21,435.5,453.44,12,179.31,10918,330824
6,1,2020,meta,7334,7,220.5,226.48,5,,,
13,4,2020,meta,10523,11,241,246.98,6,,,
10,3,2021,meta,18521,11,179,199.93,7,138.23,16481,327619
30,1,2020,meta,3218,3,79,81.99,3,,,
12,11,2021,meta,40068,14,245,265.93,9,543.93,37059,748374
10,10,2021,meta,16212,27,718,735.94,13,184.43,14482,409986
24,3,2021,meta,16959,6,139,147.97,2,77.64,14751,275356
7,3,2021,meta,25699,15,252,275.92,6,134.68,22434,409383
16,3,2021,meta,20393,11,266,277.96,6,141.98,18267,347278
12,2,2020,meta,3001,4,98.25,104.23,4,,,
31,1,2021,meta,14597,23,695.75,731.63,10,121.72,10658,243990
5,1,2020,meta,8055,9,332.5,338.48,3,,,
30,8,2020,meta,23894,56,701.75,803.41,33,221.56,11966,628513
19,2,2021,meta,33602,16,441,455.95,7,219.09,29414,492137
15,4,2021,meta,19404,14,291.25,303.21,6,118.7,18557,394969
8,3,2021,meta,21856,12,240.5,261.43,6,159.94,20071,428429
4,8,2021,meta,13290,20,420,443.92,11,154.05,12241,360675
5,8,2021,meta,13302,24,470.25,497.16,16,157.75,11930,299029
3,6,2020,meta,12981,26,633,647.95,20,,,
18,2,2021,meta,33622,13,265,279.95,8,242.54,30950,561021
18,9,2020,meta,16255,14,353.25,365.21,7,199.17,14632,689977
13,4,2021,meta,12819,7,229,231.99,4,131.07,11520,310788
18,6,2020,meta,14547,51,1449.75,1485.63,26,,,
18,8,2021,meta,11125,17,373,390.94,8,159.41,10125,242140
13,11,2021,meta,38865,8,83,97.95,3,460.65,35143,702187
28,4,2021,meta,34566,35,764.5,800.38,17,426.42,30467,799528
30,1,2021,meta,13273,11,135.5,150.45,3,136.35,9707,217739
7,3,2020,meta,5848,6,50.5,65.45,5,,,
26,2,2020,meta,6510,4,93,95.99,3,,,
4,6,2020,meta,19185,23,515,532.94,14,,,
16,8,2020,meta,11295,7,144.75,150.73,4,114.73,10127,557586
6,8,2021,meta,13074,16,245,268.92,7,134.74,11565,296721
9,10,2021,meta,15667,21,482.25,503.18,7,182.96,14074,416409
9,12,2020,meta,28023,11,258.75,264.73,6,271.53,21877,526503
26,4,2020,meta,9616,15,175.5,202.41,7,,,
8,6,2021,meta,25827,28,436.5,472.38,14,237.48,23328,663038
1,11,2021,meta,13915,25,637.5,652.45,13,177.96,12373,522680
5,10,2021,meta,17523,31,638,667.9,15,222.11,16025,500395
12,9,2021,meta,22746,31,555.25,609.07,13,360.86,20257,511220
31,8,2020,meta,16642,40,684.5,747.29,20,175.01,12257,561906
14,4,2021,meta,13898,5,115,117.99,3,88.36,12697,273705
19,8,2021,meta,16267,32,540.25,597.06,13,240.34,14909,336639
1,4,2021,meta,20953,11,232.5,247.45,5,90.03,18271,385156
17,6,2020,meta,11521,20,499.5,514.45,14,,,
11,7,2020,meta,12761,26,500.5,533.39,17,137.7,10022,352585
25,4,2020,meta,9254,12,235,252.94,7,,,
26,11,2021,meta,101612,109,2889.5,2982.19,50,1736.36,96696,2357107
29,4,2021,meta,34021,17,336.75,354.69,11,478.98,30650,917799
21,5,2021,meta,35861,31,1041.25,1053.21,13,455.52,34836,1056874
7,10,2021,meta,10155,14,259,279.93,8,113.56,8962,268198
5,3,2020,meta,8459,15,190.5,211.43,10,,,
28,9,2021,meta,18545,16,364.5,382.44,8,242.07,16800,565513
27,7,2020,meta,10610,23,465.75,507.61,14,108.49,7320,421159
28,11,2021,meta,57044,84,1633.5,1723.2,35,534.58,52709,1212147
26,11,2020,meta,27524,11,153.5,171.44,6,454.4,21488,539606
3,8,2020,meta,9195,10,171.5,186.45,3,80,8166,394655
26,9,2021,meta,20605,35,736.5,787.33,17,222.04,18299,615764
13,9,2021,meta,21172,31,535,573.87,14,352.56,19322,610883
30,6,2021,meta,16664,26,319.25,370.08,14,151.92,14621,458279
23,5,2021,meta,48101,70,1385.75,1448.54,26,391.06,45291,1175961
27,9,2021,meta,18679,21,427,453.91,10,236.45,17230,614828
22,5,2021,meta,36503,56,1225,1266.86,21,391.75,33961,1040369
19,3,2020,meta,9195,4,60.25,66.23,2,,,
1,10,2020,meta,17967,21,294.75,336.61,13,141.74,16231,622022
21,12,2021,meta,74664,57,1414,1467.82,18,673.24,68578,1743114
17,3,2020,meta,9369,11,554.5,566.46,8,,,
15,11,2021,meta,26038,7,148.75,154.73,4,274.92,23628,509208
5,6,2020,meta,16471,32,876,893.94,21,,,
27,4,2020,meta,8983,3,78,78,1,,,
6,3,2020,meta,7061,7,110,124.95,6,,,
7,8,2021,meta,14228,15,233.75,257.67,4,123.4,11738,288838
29,10,2021,meta,15197,26,764.5,782.44,15,196.31,12922,411961
6,6,2020,meta,13678,35,957,959.99,18,,,
22,12,2021,meta,38209,41,1291,1341.83,13,385.2,34904,923344
22,8,2020,meta,10635,8,153,158.98,5,128.51,9338,344430
28,8,2021,meta,16589,30,531.25,567.13,14,234.6,12049,316666
16,4,2021,meta,28788,32,741.5,771.4,12,139.87,25993,507527
23,4,2020,meta,8053,10,138.5,156.44,6,,,
14,11,2021,meta,48052,19,395.5,410.45,13,425.76,42067,841804
23,5,2020,meta,17964,18,418.5,433.45,8,,,
20,10,2020,meta,12426,14,356.75,368.71,10,82.54,10122,276520
4,3,2021,meta,21579,24,410,454.85,8,138.98,18342,360589
20,8,2020,meta,10161,12,185.75,200.7,5,121.78,8754,409366
21,10,2020,meta,11130,12,188.5,212.42,9,83.26,8427,231098
14,9,2021,meta,24400,34,618.5,666.34,15,373.17,19914,662661
2,3,2020,meta,4697,6,181.25,184.24,4,,,
3,3,2020,meta,3737,6,107,115.97,3,,,
26,7,2020,meta,10069,15,243.5,264.43,9,95.36,7507,393523
10,4,2020,meta,14929,23,367.25,400.14,12,,,
12,7,2020,meta,13794,36,629.5,692.29,21,126.99,11280,411910
3,4,2021,meta,24133,21,341,364.92,7,139.18,21617,438840
7,6,2020,meta,13772,22,548,550.99,8,,,
21,9,2021,meta,19117,25,416,448.89,8,324.98,17199,558507
9,3,2021,meta,21567,10,146,157.96,1,152.25,19379,380283
7,7,2021,meta,22542,25,395.5,434.37,9,230.74,18486,554473
12,4,2020,meta,14732,22,423,440.94,7,,,
15,3,2020,meta,10703,11,318,326.97,7,,,
3,3,2021,meta,19657,5,84,95.96,3,162.32,18408,369542
21,8,2020,meta,10981,21,458.75,494.63,16,130.71,8905,358550
28,7,2020,meta,11730,15,375,386.96,8,122.42,7213,401112
23,4,2021,meta,33740,17,335.25,353.19,8,261.89,30964,639772
23,11,2021,meta,14237,17,454,468.95,6,116.43,11741,278155
30,12,2021,meta,48749,34,634.13,681.97,20,429.08,46906,1244248
22,11,2021,meta,14916,23,516,536.93,15,106.74,12209,253860
15,10,2021,meta,25391,39,1194.75,1227.64,18,372.7,23214,639805
29,3,2020,meta,4956,6,243.5,246.49,2,,,
2,3,2021,meta,21747,10,104.25,128.17,6,134.54,19121,403678
29,8,2021,meta,18486,51,1159,1224.78,25,221.5,13248,336239
19,6,2020,meta,14625,40,1006.25,1027.18,17,,,
1,8,2021,meta,14406,32,509.5,563.32,13,121.52,12208,393105
30,11,2020,meta,33799,11,107.5,131.42,7,462.51,30476,796014
25,7,2020,meta,10182,28,549.75,585.63,13,96.29,7169,372925
24,4,2020,meta,8999,3,95.5,98.49,1,,,
26,4,2021,meta,41405,18,215.75,254.62,8,390.79,36461,930374
22,10,2020,meta,7701,4,74.75,80.73,3,68.14,6097,192385
8,6,2020,meta,14760,19,386,403.94,11,,,
18,10,2021,meta,22839,56,1360.75,1417.56,28,297.47,21213,596355
11,4,2020,meta,15683,22,489.5,516.41,8,,,
24,10,2020,meta,12870,8,154,168.95,5,108.04,9554,345777
23,8,2020,meta,12950,17,367.75,388.68,11,125.15,10915,392444
17,3,2021,meta,18745,9,139.5,154.45,2,158.34,17171,331775
19,10,2021,meta,24120,26,599.95,620.88,15,355.96,21798,663695
9,6,2020,meta,14105,18,514.75,529.7,7,,,
25,9,2020,meta,19069,16,319.5,340.43,9,161.38,17059,693867
1,7,2020,meta,9169,14,333.5,342.47,11,49.76,5272,163183
16,10,2021,meta,26818,27,827.25,848.18,11,396.64,24672,728673
31,5,2021,meta,43162,52,905.5,962.31,19,403.37,35358,949374
9,7,2021,meta,21586,28,454,489.88,13,254.62,18595,572633
18,3,2021,meta,19053,11,268.5,277.47,6,155.4,17097,339023
23,9,2021,meta,16994,25,520.75,547.66,13,238.83,15663,516280
8,10,2021,meta,12025,15,688.5,691.49,7,148.63,10891,315398
15,8,2021,meta,11173,17,525.5,537.46,8,116.86,9530,240376
19,3,2021,meta,22283,11,323,334.96,4,161.95,19266,378894
10,9,2021,meta,19081,21,360.5,390.4,7,333.5,17944,429676
16,8,2021,meta,10013,16,197.75,227.65,7,128.72,8765,234574
2,8,2021,meta,13912,33,460.25,523.04,18,127.33,11884,466013
28,3,2020,meta,5250,7,246,254.97,4,,,
2,7,2020,meta,9439,23,491.5,506.45,10,97,7300,281220
5,3,2021,meta,20936,20,381.25,408.16,11,163.27,18132,357882
21,4,2020,meta,10268,14,344,361.94,6,,,
1,10,2021,meta,22233,18,357,374.94,9,235.42,19481,622648
3,1,2020,meta,6787,9,257.25,263.23,8,,,
1,3,2020,meta,5629,4,112,114.99,3,,,
18,3,2020,meta,10364,7,212.5,212.5,1,,,
10,10,2020,meta,24597,18,310.75,337.66,9,193.7,19130,718660
14,3,2020,meta,9176,3,63.5,66.49,2,,,
2,4,2021,meta,21404,17,376,390.95,4,119.97,18829,422654
11,11,2021,meta,51761,19,433.5,457.42,14,835.45,46621,1018459
15,7,2020,meta,10853,19,255.25,279.17,12,93.92,7949,349393
31,12,2021,meta,47411,51,1062.75,1110.59,18,427.15,45603,1474842
29,7,2020,meta,9235,10,194,205.96,6,179.16,7533,710390
25,10,2020,meta,13150,8,99,116.94,3,146.85,10064,466548
10,4,2021,meta,25617,17,339.5,369.4,7,205.89,23920,603885
8,7,2021,meta,23646,15,298.5,316.44,8,225.21,17531,527741
22,9,2021,meta,16969,33,732.75,759.66,14,258.74,15781,520200
10,11,2021,meta,53004,18,232.5,262.4,12,825.76,47373,1134151
25,4,2021,meta,48575,29,571.25,610.12,13,406.03,46745,991507
9,2,2020,meta,4329,5,270,270,4,,,
11,10,2020,meta,24153,10,183,197.95,4,200.36,20587,659053
17,10,2021,meta,29744,44,1203.25,1248.1,22,359.72,26175,743952
4,10,2021,meta,13220,17,419.75,434.7,6,135.26,12029,399317
27,4,2021,meta,33664,34,816,839.92,13,398.89,30750,817283
13,3,2020,meta,7702,2,120,120,2,,,
29,11,2021,meta,14910,22,511,537.91,5,92.44,12233,236778
25,11,2021,meta,62919,87,2020.75,2104.47,37,729.08,56199,1298172
13,7,2020,meta,12196,23,269.5,308.37,11,113.7,9791,377210
4,3,2020,meta,9175,4,82.25,88.23,2,,,
17,8,2021,meta,10103,23,363.25,399.13,11,137.56,8872,233517
24,8,2020,meta,11527,6,115.25,127.21,1,145.7,10475,395030
20,4,2020,meta,11648,6,149,154.98,3,,,
3,8,2021,meta,14028,23,453.75,477.67,11,155.81,12599,453492
7,2,2020,meta,3917,3,79.5,82.49,3,,,
14,7,2020,meta,15106,35,362.25,434.01,19,120.15,10180,367723
8,2,2020,meta,4888,3,200,200,3,,,
24,9,2021,meta,17943,22,456,482.91,14,239.18,15839,526924
16,7,2020,meta,7615,23,242.5,293.33,9,97.15,5086,264285
30,5,2021,meta,54771,85,1322.25,1441.85,42,465.32,47758,1189402
17,7,2020,meta,16140,66,1355.75,1406.58,33,147.96,10824,397469
3,10,2021,meta,20668,27,650.25,677.16,11,205.05,18476,574417
30,9,2020,meta,20817,20,467.75,482.7,12,195.01,18770,729729
30,11,2021,meta,1831,6,115,117.99,4,2.47,521,6651
24,4,2021,meta,35432,31,757,783.91,11,232.74,33905,669683
6,3,2021,meta,21587,16,224.25,245.18,5,149.32,19408,373570
24,11,2021,meta,35817,52,1412.75,1448.63,15,393.47,31473,789979
22,4,2020,meta,9507,9,108.75,123.7,4,,,
23,10,2020,meta,12256,10,191,208.94,5,97.89,9294,306199
25,9,2021,meta,18476,22,425.5,449.42,10,219.16,16698,551840
3,7,2020,meta,9476,13,324,332.97,7,95.59,6776,253549
17,4,2021,meta,30032,29,514.5,559.35,14,91.98,27102,476452
2,10,2021,meta,21996,25,690.25,714.17,14,232.95,20087,615907
11,4,2021,meta,28355,21,313,348.88,10,237.51,25890,678745
16,3,2020,meta,9234,6,66,77.96,3,,,
12,4,2021,meta,20984,8,54,74.93,3,216.23,19219,554863
6,9,2020,meta,10648,10,162.5,171.47,6,135.33,8964,466729
10,1,2020,meta,6150,13,495,503.97,9,,,
14,8,2021,meta,10796,15,232.5,247.45,8,142.79,9726,249193
6,1,2021,meta,22606,22,302,352.83,12,154.68,19353,439415
4,10,2020,meta,19073,10,139.5,157.44,5,156.69,17585,778784
16,9,2020,meta,18624,9,387.5,387.5,7,160.94,16994,658807
24,5,2021,meta,38066,27,539.5,551.46,10,443.23,35305,1064995
24,7,2020,meta,8799,27,522.25,546.17,19,75.98,6518,316483
14,12,2021,rtbhouse,2253,15,256.75,274.69,12,60.36,2257,128399
1,5,2020,rtbhouse,3929,22,540,563.92,18,75.39,3824,219203
22,6,2020,rtbhouse,7317,54,1589.5,1619.4,41,137.14,7234,379681
10,1,2021,rtbhouse,4183,19,513,530.94,17,93.01,4085,258610
14,12,2020,rtbhouse,7133,26,582,602.93,22,157.2,6871,385213
7,11,2020,rtbhouse,2914,18,642.75,660.69,10,68.93,2957,184735
28,12,2020,rtbhouse,2815,14,321,335.95,14,103.37,2856,176444
8,4,2020,rtbhouse,4307,32,689.25,731.11,28,106.5,4343,300627
8,11,2020,rtbhouse,3430,20,344.5,383.37,16,70.66,3345,211045
15,5,2021,rtbhouse,833,5,114,119.98,4,32.22,805,58361
8,11,2021,rtbhouse,3115,4,122,124.99,4,107.91,3079,173061
15,12,2020,rtbhouse,5493,28,582.25,615.14,24,135.85,5547,313681
23,6,2020,rtbhouse,6106,26,659.63,677.57,14,124.9,6054,368637
16,5,2021,rtbhouse,1052,14,279,296.94,10,40.38,1057,74447
29,12,2021,rtbhouse,3015,7,194,199.98,5,59.13,3026,138986
30,7,2020,rtbhouse,2095,15,332.75,359.66,11,48.61,2041,136926
29,12,2020,rtbhouse,2339,12,257,274.94,10,73.21,2254,131315
24,1,2021,rtbhouse,2499,10,248.5,266.44,8,73.1,2523,137660
1,12,2020,rtbhouse,5918,6,154.5,166.46,4,175.27,5858,431248
5,9,2021,rtbhouse,1208,9,380.25,392.21,8,63.29,1208,90846
29,5,2021,rtbhouse,2331,8,99,116.94,5,70.83,2265,143834
24,1,2020,rtbhouse,2756,23,767,775.97,20,68.9,2728,281222
6,4,2020,rtbhouse,3044,20,303.45,345.31,19,80.83,2957,203763
21,6,2021,rtbhouse,2453,34,682.5,715.39,28,109.08,2444,181420
8,4,2021,rtbhouse,3500,5,111,116.98,2,148.2,3532,269472
12,1,2021,rtbhouse,5143,22,458,475.94,18,114.34,5191,331730
8,9,2020,rtbhouse,2609,11,214.5,232.44,10,56.52,2544,170784
1,5,2021,rtbhouse,1719,8,139.5,154.45,7,69.85,1660,112870
25,6,2020,rtbhouse,3981,32,690.45,735.3,25,114.24,3889,314892
17,5,2020,rtbhouse,9133,44,1029.5,1068.37,29,162.27,8851,375203
7,9,2020,rtbhouse,3549,14,250.25,265.2,11,58.1,3539,237208
6,11,2021,rtbhouse,4192,3,23.5,32.47,3,121.44,4066,218811
16,12,2021,rtbhouse,2636,15,327,341.95,9,61.81,2637,183876
16,5,2020,rtbhouse,7498,33,700.75,730.65,26,131.25,7232,352373
18,5,2020,rtbhouse,7740,18,602,619.94,11,133.91,7801,399094
17,12,2021,rtbhouse,1927,9,250,255.98,7,43.75,1866,126059
2,5,2020,rtbhouse,3849,23,411,446.88,18,61.5,3810,174552
24,6,2021,rtbhouse,789,8,113,127.95,8,34.54,760,60130
23,6,2021,rtbhouse,854,20,258,296.87,17,37.49,863,46436
31,7,2020,rtbhouse,1155,0,0,0,0,22.72,1138,66134
25,1,2021,rtbhouse,3396,14,421.5,439.44,14,88.32,3395,201846
11,6,2020,rtbhouse,4287,18,523,540.94,18,116.1,4185,277532
7,9,2021,rtbhouse,1967,12,201.5,225.42,8,104.24,1922,188267
17,5,2021,rtbhouse,1380,8,161,175.95,6,48.98,1358,105162
22,6,2021,rtbhouse,1491,22,346.75,376.65,20,64.98,1439,86168
3,5,2020,rtbhouse,3369,12,350.5,362.46,9,51.35,3269,137407
11,1,2021,rtbhouse,5929,28,1108.75,1126.69,25,136.19,5974,363776
2,5,2021,rtbhouse,1282,17,480.75,501.68,11,55.54,1296,82734
5,4,2020,rtbhouse,2976,12,264.5,276.46,11,74.76,2893,187302
9,11,2021,rtbhouse,4176,2,29,31.99,1,169.97,4045,250666
9,11,2020,rtbhouse,7156,27,618.25,639.18,22,159.09,7064,471741
22,1,2020,rtbhouse,3150,17,462.5,477.45,14,53.86,3160,335461
9,4,2021,rtbhouse,1713,4,66.5,72.48,3,49.57,1658,109607
13,12,2021,rtbhouse,1640,14,290.25,302.21,11,50.72,1660,106125
18,4,2020,rtbhouse,4450,21,316.25,358.11,14,120.2,4433,329551
4,5,2020,rtbhouse,3607,29,677,700.92,25,49.73,3561,158428
18,12,2020,rtbhouse,4717,22,557.75,581.67,20,106.02,4654,208755
17,4,2020,rtbhouse,4644,21,259.5,298.37,16,115.71,4467,377244
20,1,2020,rtbhouse,3540,26,1116.5,1128.46,16,88.67,3433,339448
18,4,2021,rtbhouse,1561,5,85.25,91.23,1,54.96,1502,97751
7,11,2021,rtbhouse,3531,2,32.5,35.49,2,109.16,3561,184834
18,5,2021,rtbhouse,1880,9,285,285,8,75.81,1859,140098
15,12,2021,rtbhouse,2952,23,544.5,568.42,17,71.12,2882,154679
21,1,2021,rtbhouse,2806,8,204,212.97,8,71.06,2770,168682
13,6,2020,rtbhouse,3403,28,530.5,563.39,23,88.03,3283,212287
10,5,2021,rtbhouse,2602,25,574.25,607.14,15,100.92,2550,193123
21,7,2020,rtbhouse,5260,24,878,901.92,17,153.67,5093,423608
20,1,2021,rtbhouse,3521,22,487.5,517.4,19,81.82,3470,218312
27,6,2020,rtbhouse,2190,16,195.5,225.4,13,66.29,2170,168106
27,1,2021,rtbhouse,3465,15,400,411.96,12,89.84,3333,209254
10,6,2020,rtbhouse,4444,27,763.25,784.18,26,124.59,4469,302368
5,5,2020,rtbhouse,3376,25,807.25,831.17,22,47.28,3341,150833
4,4,2020,rtbhouse,4375,21,769.5,793.42,19,130.99,4404,287264
1,12,2021,rtbhouse,1510,2,39,41.99,1,16.39,1523,51750
8,9,2021,rtbhouse,2012,16,284.75,311.66,11,106.47,1971,192568
25,6,2021,rtbhouse,875,6,113,118.98,4,38.14,888,50961
28,1,2021,rtbhouse,3392,14,321,329.97,12,88.98,3414,192830
26,5,2021,rtbhouse,2134,20,440,466.91,17,76.41,2059,169488
4,5,2021,rtbhouse,2406,11,190.25,202.21,8,91.32,2425,167243
1,9,2021,rtbhouse,2664,18,228,263.88,12,123.79,2597,276894
13,1,2021,rtbhouse,4290,16,274,291.94,14,94.03,4287,264202
5,12,2020,rtbhouse,2282,16,451.5,469.44,14,42.36,2233,127909
15,9,2021,rtbhouse,1314,8,106,120.95,7,59.77,1304,135133
24,12,2021,rtbhouse,2232,12,381.25,387.23,9,65.22,2212,96381
26,12,2021,rtbhouse,1819,9,251.31,254.3,8,51.16,1770,73289
16,9,2021,rtbhouse,1026,13,202.25,229.16,12,54.97,998,102485
28,12,2021,rtbhouse,2459,9,235,240.98,8,54.39,2390,106824
20,2,2021,rtbhouse,1624,3,29.75,38.72,3,35.8,1580,84637
3,4,2020,rtbhouse,6616,12,343,351.97,8,119.04,6558,467188
6,4,2021,rtbhouse,1180,2,71.25,71.25,1,45.99,1196,82975
21,1,2020,rtbhouse,3800,20,763.75,769.73,19,65.01,3792,343068
19,4,2021,rtbhouse,2338,5,86.5,95.47,3,84.06,2283,148682
29,9,2021,rtbhouse,790,7,350.75,356.73,7,54.98,767,66922
12,6,2020,rtbhouse,4038,28,651.5,678.41,24,115.07,4084,288158
30,7,2021,rtbhouse,955,10,180,185.98,7,30.17,960,65825
4,12,2020,rtbhouse,2784,12,309.38,324.33,9,73.04,2770,162796
12,12,2021,rtbhouse,1203,15,527.25,545.19,14,32.48,1196,58841
27,12,2021,rtbhouse,2338,8,254,259.98,8,56.17,2274,105145
9,9,2021,rtbhouse,2266,14,200.5,224.42,10,118.77,2239,208064
19,5,2020,rtbhouse,5886,16,464,475.96,14,93.81,5853,251203
6,5,2020,rtbhouse,3478,20,534.25,552.19,16,28.79,3397,121448
16,4,2020,rtbhouse,4650,29,662,703.86,21,119.41,4638,397968
19,9,2021,rtbhouse,1951,8,354.5,363.47,7,107.12,1918,201062
7,4,2020,rtbhouse,3902,31,975.25,1002.16,22,115.87,3774,266853
2,12,2020,rtbhouse,4873,17,480.75,504.67,15,136.81,4739,334748
2,11,2021,rtbhouse,1550,2,37,39.99,2,55.15,1566,71802
7,5,2020,rtbhouse,3277,31,746,772.91,25,67.08,3280,176030
25,5,2021,rtbhouse,2330,19,487,498.96,13,86.43,2343,176187
3,11,2021,rtbhouse,1651,4,63.5,69.48,3,50.99,1624,85313
5,4,2021,rtbhouse,1621,1,26.25,26.25,1,52.73,1626,108024
10,12,2021,rtbhouse,1396,6,90,101.96,6,31.26,1346,61253
30,10,2020,rtbhouse,5424,22,333,371.87,15,139.44,5383,355218
27,5,2021,rtbhouse,1634,9,161.5,173.46,9,56.76,1645,112731
10,6,2021,rtbhouse,2419,23,512.5,527.45,16,90.33,2433,158010
9,9,2020,rtbhouse,3420,15,312.5,330.44,14,66.55,3328,195372
23,7,2021,rtbhouse,287,0,0,0,0,9.02,287,23601
20,7,2020,rtbhouse,5998,19,431.5,449.44,13,134.87,6016,465675
13,9,2020,rtbhouse,3213,5,143.5,146.49,5,64.8,3242,207825
2,12,2021,rtbhouse,3165,9,193,204.96,7,58.4,3105,169112
15,6,2020,rtbhouse,4122,33,1028,1045.94,27,109.12,4016,276655
1,6,2020,rtbhouse,7287,28,797.75,803.73,22,103.24,7339,347210
2,9,2021,rtbhouse,1598,14,334.75,361.66,11,83.7,1577,149557
26,6,2020,rtbhouse,3313,27,466.25,508.11,23,101.55,3313,232323
8,3,2020,rtbhouse,2135,10,374,385.96,10,55.45,2158,181828
8,5,2020,rtbhouse,3674,29,848,868.93,25,57.82,3559,160756
6,12,2020,rtbhouse,2687,10,168.5,189.43,6,48.02,2698,154521
23,7,2020,rtbhouse,2866,20,557.25,575.19,18,99.73,2893,214617
7,12,2020,rtbhouse,5244,14,257.25,281.17,10,128.1,5097,330355
24,2,2020,rtbhouse,3712,28,810.25,843.14,21,123.74,3605,338853
3,12,2020,rtbhouse,3800,8,89,103.95,7,118.98,3847,274607
23,1,2021,rtbhouse,2234,5,66,74.97,4,63.71,2180,117503
11,5,2021,rtbhouse,2449,15,295,309.95,13,99.25,2353,185302
2,4,2020,rtbhouse,1036,12,279.5,294.45,12,23.64,1047,32023
26,1,2021,rtbhouse,3384,17,368,379.96,16,87.95,3327,220728
31,7,2021,rtbhouse,841,2,24,26.99,2,25.61,831,54684
4,4,2021,rtbhouse,1188,2,67.5,67.5,2,42.99,1174,82174
