day,total_sessions,traffic_source,traffic_medium,device_category
2021-05-25,1,m.facebook.com,referral,tablet
2021-05-25,17,l.instagram.com,referral,desktop
2021-05-25,16791,google,organic,mobile
2021-05-25,11,rtbhouse,cpc,tablet
2021-05-25,10061,google,organic,desktop
2021-05-25,505,email,crm,desktop
2021-05-25,369,l.instagram.com,referral,mobile
2021-05-25,286,google,organic,tablet
2021-05-25,17391,google,cpc,mobile
2021-05-25,464,instagram.com,referral,mobile
2021-05-25,1220,rtbhouse,cpc,mobile
2021-05-25,1099,rtbhouse,cpc,desktop
2021-05-25,10,youtube.com,referral,mobile
2021-05-25,6,youtube,organic_social,mobile
2021-05-25,727,email,crm,mobile
2021-05-25,2,instagram,influencer,tablet
2021-05-25,277,google,cpc,tablet
2021-05-25,12,google,cpm,tablet
2021-05-25,4,l.instagram.com,referral,tablet
2021-05-25,31,l.facebook.com,referral,desktop
2021-05-25,271,instagram,organic_social,mobile
2021-05-25,5,youtube,cpv,desktop
2021-05-26,34,l.facebook.com,referral,mobile
2021-05-26,2,dv360,cpm,tablet
2021-05-26,1014,rtbhouse,cpc,mobile
2021-05-26,22,google,cpm,mobile
2021-05-26,3,youtube,organic_social,desktop
2021-05-26,696,email,crm,desktop
2021-05-26,293,l.instagram.com,referral,mobile
2021-05-26,1127,instagram,influencer,mobile
2021-05-26,247,google,cpc,tablet
2021-05-26,10065,google,organic,desktop
2021-05-26,2,instagram.com,referral,tablet
2021-05-26,1181,email,crm,mobile
2021-05-26,16431,google,organic,mobile
2021-05-26,16,l.facebook.com,referral,desktop
2021-05-26,7,l.instagram.com,referral,desktop
2021-05-26,19,email,crm,tablet
2021-05-26,3,instagram,organic_social,desktop
2021-05-26,3,m.facebook.com,referral,tablet
2021-05-26,14,instagram,influencer,desktop
2021-05-26,8,youtube.com,referral,mobile
2021-05-26,1,instagram,organic_social,tablet
2021-05-26,3,l.instagram.com,referral,tablet
2021-05-26,320,dv360,cpm,desktop
2021-05-26,31241,meta,cpc,mobile
2021-05-26,2,youtube,cpv,mobile
2021-05-26,4,rtbhouse,cpc,tablet
2021-05-26,122,meta,cpc,tablet
2021-05-26,1,lm.facebook.com,referral,mobile
2021-05-26,292,google,organic,tablet
2021-05-26,7,youtube,organic_social,mobile
2021-05-26,16701,google,cpc,mobile
2021-05-26,8,youtube.com,referral,desktop
2021-05-26,3633,google,cpc,desktop
2021-05-26,495,meta,cpc,desktop
2021-05-26,437,instagram.com,referral,mobile
2021-05-26,5,youtube,cpv,desktop
2021-05-26,1116,rtbhouse,cpc,desktop
2021-05-26,308,m.facebook.com,referral,mobile
2021-05-26,1,google,cpm,desktop
2021-05-26,1,instagram,influencer,tablet
2021-05-26,174,instagram,organic_social,mobile
2021-05-26,9,dv360,cpm,mobile
2021-05-27,1,youtube.com,referral,tablet
2021-05-27,5,google,cpm,tablet
2021-05-27,1,dv360,cpm,tablet
2021-05-27,750,email,crm,desktop
2021-05-27,25,google,cpm,mobile
2021-05-27,17572,google,cpc,mobile
2021-05-27,1,instagram.com,referral,tablet
2021-05-27,819,rtbhouse,cpc,mobile
2021-05-27,1,m.facebook.com,referral,tablet
2021-05-27,3,youtube.com,referral,desktop
2021-05-27,28,l.facebook.com,referral,mobile
2021-05-27,284,google,organic,tablet
2021-05-27,338,dv360,cpm,desktop
2021-05-27,30914,meta,cpc,mobile
2021-05-27,809,rtbhouse,cpc,desktop
2021-05-27,364,m.facebook.com,referral,mobile
2021-05-27,365,instagram.com,referral,mobile
2021-05-27,3483,google,cpc,desktop
2021-05-27,16,l.facebook.com,referral,desktop
2021-05-27,252,l.instagram.com,referral,mobile
2021-05-27,10,l.instagram.com,referral,desktop
2021-05-27,43,instagram,influencer,desktop
2021-05-27,17149,google,organic,mobile
2021-05-27,13,dv360,cpm,mobile
2021-05-27,2,instagram,organic_social,desktop
2021-05-27,1,lm.facebook.com,referral,mobile
2021-05-27,442,meta,cpc,desktop
2021-05-27,3,instagram,organic_social,tablet
2021-05-27,6,rtbhouse,cpc,tablet
2021-05-27,1209,email,crm,mobile
2021-05-27,3,l.instagram.com,referral,tablet
2021-05-27,6,youtube,organic_social,mobile
2021-05-27,18,email,crm,tablet
2021-05-27,4,youtube,organic_social,desktop
2021-05-27,557,instagram,organic_social,mobile
2021-05-27,135,meta,cpc,tablet
2021-05-27,195,google,cpc,tablet
2021-05-27,9921,google,organic,desktop
2021-05-27,7,instagram,influencer,tablet
2021-05-27,11,youtube.com,referral,mobile
2021-05-27,1,l.facebook.com,referral,tablet
2021-05-27,1665,instagram,influencer,mobile
2021-05-28,2,dv360,cpm,tablet
2021-05-28,339,google,cpc,tablet
2021-05-28,962,email,crm,mobile
2021-05-28,7,l.instagram.com,referral,desktop
2021-05-28,873,rtbhouse,cpc,mobile
2021-05-28,21172,google,cpc,mobile
2021-05-28,1,instagram.com,referral,desktop
2021-05-28,3,instagram,organic_social,tablet
2021-05-28,4201,google,cpc,desktop
2021-05-28,3152,instagram,influencer,mobile
2021-05-28,11,rtbhouse,cpc,tablet
2021-05-28,9434,google,organic,desktop
2021-05-28,4,instagram,organic_social,desktop
2021-05-28,1,youtube,organic_social,desktop
2021-05-28,268,google,organic,tablet
2021-05-28,3,google,cpm,tablet
2021-05-28,1,google,cpm,desktop
2021-05-28,11,youtube.com,referral,mobile
2021-05-28,6,l.instagram.com,referral,tablet
2021-05-28,837,rtbhouse,cpc,desktop
2021-05-28,14,google,cpm,mobile
2021-05-28,1,youtube,cpv,desktop
2021-05-28,2,youtube.com,referral,desktop
2021-05-28,29,l.facebook.com,referral,desktop
2021-05-28,49,instagram,influencer,desktop
2021-05-28,7,email,crm,tablet
2021-05-28,321,dv360,cpm,desktop
2021-05-28,38455,meta,cpc,mobile
2021-05-28,5,instagram,influencer,tablet
2021-05-28,3,lm.facebook.com,referral,mobile
2021-05-28,44,l.facebook.com,referral,mobile
2021-05-28,284,instagram.com,referral,mobile
2021-05-28,626,meta,cpc,desktop
2021-05-28,795,email,crm,desktop
2021-05-28,316,l.instagram.com,referral,mobile
2021-05-28,17,dv360,cpm,mobile
2021-05-28,161,meta,cpc,tablet
2021-05-28,2,m.facebook.com,referral,tablet
2021-05-28,5,youtube,organic_social,mobile
2021-05-28,493,instagram,organic_social,mobile
2021-05-28,475,m.facebook.com,referral,mobile
2021-05-28,16879,google,organic,mobile
2021-05-29,1020,instagram.com,referral,mobile
2021-05-29,8,dv360,cpm,mobile
2021-05-29,531,meta,cpc,desktop
2021-05-29,46,google,cpm,mobile
2021-05-29,7460,google,organic,desktop
2021-05-29,11,youtube.com,referral,mobile
2021-05-29,1423,email,crm,mobile
2021-05-29,1661,rtbhouse,cpc,mobile
2021-05-29,231,dv360,cpm,desktop
2021-05-29,2,google,cpm,desktop
2021-05-29,3,instagram.com,referral,tablet
2021-05-29,6,instagram,influencer,tablet
2021-05-29,344,google,cpc,tablet
2021-05-29,1,instagram,organic_social,desktop
2021-05-29,651,rtbhouse,cpc,desktop
2021-05-29,24302,google,cpc,mobile
2021-05-29,3430,google,cpc,desktop
2021-05-29,2,instagram.com,referral,desktop
2021-05-29,349,google,organic,tablet
2021-05-29,36342,meta,cpc,mobile
2021-05-29,2,lm.facebook.com,referral,mobile
2021-05-29,17,l.facebook.com,referral,desktop
2021-05-29,814,l.instagram.com,referral,mobile
2021-05-29,17884,google,organic,mobile
2021-05-29,4329,instagram,influencer,mobile
2021-05-29,144,meta,cpc,tablet
2021-05-29,594,email,crm,desktop
2021-05-29,1,youtube,organic_social,desktop
2021-05-29,13,l.instagram.com,referral,desktop
2021-05-29,19,rtbhouse,cpc,tablet
2021-05-29,2,youtube.com,referral,desktop
2021-05-29,26,instagram,influencer,desktop
2021-05-29,560,instagram,organic_social,mobile
2021-05-29,3,youtube,organic_social,mobile
2021-05-29,4,m.facebook.com,referral,tablet
2021-05-29,2,instagram,organic_social,tablet
2021-05-29,10,email,crm,tablet
2021-05-29,3,l.instagram.com,referral,tablet
2021-05-29,3,google,cpm,tablet
2021-05-29,460,m.facebook.com,referral,mobile
2021-05-29,45,l.facebook.com,referral,mobile
2021-05-30,174,dv360,cpm,desktop
2021-05-30,3177,google,cpc,desktop
2021-05-30,3645,instagram,influencer,mobile
2021-05-30,7,l.instagram.com,referral,tablet
2021-05-30,24439,google,cpc,mobile
2021-05-30,331,google,organic,tablet
2021-05-30,6839,google,organic,desktop
2021-05-30,3,youtube,organic_social,mobile
2021-05-30,2,instagram.com,referral,tablet
2021-05-30,34,instagram,influencer,desktop
2021-05-30,50,google,cpm,mobile
2021-05-30,1,google,cpm,tablet
2021-05-30,931,instagram.com,referral,mobile
2021-05-30,47466,meta,cpc,mobile
2021-05-30,164,meta,cpc,tablet
2021-05-30,1,google,cpm,desktop
2021-05-30,6,m.facebook.com,referral,tablet
2021-05-30,552,meta,cpc,desktop
2021-05-30,427,google,cpc,tablet
2021-05-30,20,l.facebook.com,referral,desktop
2021-05-30,3,dv360,cpm,mobile
2021-05-30,16,l.instagram.com,referral,desktop
2021-05-30,17037,google,organic,mobile
2021-05-30,3,youtube,organic_social,desktop
2021-05-30,502,instagram,organic_social,mobile
2021-05-30,10,instagram,influencer,tablet
2021-05-30,5,youtube.com,referral,desktop
2021-05-30,17,email,crm,tablet
2021-05-30,1,dv360,cpm,tablet
2021-05-30,1,youtube,cpv,mobile
2021-05-30,521,m.facebook.com,referral,mobile
2021-05-30,15,rtbhouse,cpc,tablet
2021-05-30,1073,email,crm,mobile
2021-05-30,421,email,crm,desktop
2021-05-30,8,youtube.com,referral,mobile
2021-05-30,1,instagram,organic_social,tablet
2021-05-30,1,youtube.com,referral,tablet
2021-05-30,851,l.instagram.com,referral,mobile
2021-05-30,2110,rtbhouse,cpc,mobile
2021-05-30,43,l.facebook.com,referral,mobile
2021-05-30,703,rtbhouse,cpc,desktop
2021-05-31,741,instagram.com,referral,mobile
2021-05-31,3,google,cpm,tablet
2021-05-31,4,m.facebook.com,referral,tablet
2021-05-31,876,email,crm,mobile
2021-05-31,762,email,crm,desktop
2021-05-31,9,l.instagram.com,referral,desktop
2021-05-31,2,l.instagram.com,referral,tablet
2021-05-31,2,instagram,organic_social,desktop
2021-05-31,7,dv360,cpm,mobile
2021-05-31,15663,google,organic,mobile
2021-05-31,12,email,crm,tablet
2021-05-31,341,dv360,cpm,desktop
2021-05-31,38,l.facebook.com,referral,mobile
2021-05-31,242,google,organic,tablet
2021-05-31,1,youtube,organic_social,tablet
2021-05-31,4,youtube.com,referral,desktop
2021-05-31,57,instagram,influencer,desktop
2021-05-31,23,rtbhouse,cpc,tablet
2021-05-31,2,google,cpm,desktop
2021-05-31,2,youtube,cpv,mobile
2021-05-31,1,lm.facebook.com,referral,tablet
2021-05-31,12,l.facebook.com,referral,desktop
2021-05-31,1,dv360,cpm,tablet
2021-05-31,35542,meta,cpc,mobile
2021-05-31,1,youtube,organic_social,desktop
2021-05-31,1857,rtbhouse,cpc,mobile
2021-05-31,19863,google,cpc,mobile
2021-05-31,1,instagram,organic_social,tablet
2021-05-31,7,instagram,influencer,tablet
2021-05-31,4308,google,cpc,desktop
2021-05-31,497,l.instagram.com,referral,mobile
2021-05-31,10041,google,organic,desktop
2021-05-31,557,meta,cpc,desktop
2021-05-31,7,youtube,organic_social,mobile
2021-05-31,2,instagram.com,referral,tablet
2021-05-31,95,google,cpm,mobile
2021-05-31,128,meta,cpc,tablet
2021-05-31,14,youtube.com,referral,mobile
2021-05-31,505,m.facebook.com,referral,mobile
2021-05-31,2,lm.facebook.com,referral,mobile
2021-05-31,4625,instagram,influencer,mobile
2021-05-31,430,instagram,organic_social,mobile
2021-05-31,314,google,cpc,tablet
2021-05-31,1690,rtbhouse,cpc,desktop
2021-06-01,1,youtube,cpv,mobile
2021-06-01,222,google,cpc,tablet
2021-06-01,1413,rtbhouse,cpc,desktop
2021-06-01,1,youtube,organic_social,mobile
2021-06-01,5,instagram,influencer,tablet
2021-06-01,2,google,cpm,desktop
2021-06-01,1034,email,crm,mobile
2021-06-01,221,dv360,cpm,desktop
2021-06-01,92,meta,cpc,tablet
2021-06-01,651,email,crm,desktop
2021-06-01,337,instagram,organic_social,mobile
2021-06-01,1,lm.facebook.com,referral,mobile
2021-06-01,210,instagram.com,referral,mobile
2021-06-01,25854,meta,cpc,mobile
2021-06-01,28,instagram,influencer,desktop
2021-06-01,10837,google,cpc,mobile
2021-06-01,199,l.instagram.com,referral,mobile
2021-06-01,3,youtube.com,referral,desktop
2021-06-01,94,google,cpm,mobile
2021-06-01,26,l.facebook.com,referral,mobile
2021-06-01,15,email,crm,tablet
2021-06-01,7,l.instagram.com,referral,desktop
2021-06-01,8107,google,organic,desktop
2021-06-01,1794,instagram,influencer,mobile
2021-06-01,342,meta,cpc,desktop
2021-06-01,1,youtube,organic_social,desktop
2021-06-01,8,youtube.com,referral,mobile
2021-06-01,3,google,cpm,tablet
2021-06-01,3,m.facebook.com,referral,tablet
2021-06-01,2175,google,cpc,desktop
2021-06-01,16,rtbhouse,cpc,tablet
2021-06-01,2,instagram,organic_social,tablet
2021-06-01,1,instagram.com,referral,tablet
2021-06-01,1632,rtbhouse,cpc,mobile
2021-06-01,13780,google,organic,mobile
2021-06-01,253,google,organic,tablet
2021-06-01,1,instagram.com,referral,desktop
2021-06-01,5,l.facebook.com,referral,desktop
2021-06-01,8,dv360,cpm,mobile
2021-06-01,413,m.facebook.com,referral,mobile
2021-06-01,3,instagram,organic_social,desktop
2021-06-02,181,l.instagram.com,referral,mobile
2021-06-02,24,l.facebook.com,referral,mobile
2021-06-02,2,lm.facebook.com,referral,mobile
2021-06-02,27143,meta,cpc,mobile
2021-06-02,19,instagram,influencer,desktop
2021-06-02,4,instagram,organic_social,desktop
2021-06-02,1,youtube,organic_social,desktop
2021-06-02,120,google,cpm,mobile
2021-06-02,1497,rtbhouse,cpc,desktop
2021-06-02,129,dv360,cpm,desktop
2021-06-02,347,instagram,influencer,mobile
2021-06-02,13,youtube.com,referral,mobile
2021-06-02,242,google,organic,tablet
2021-06-02,2,instagram,organic_social,tablet
2021-06-02,484,m.facebook.com,referral,mobile
2021-06-02,103,instagram.com,referral,mobile
2021-06-02,1,youtube,cpv,desktop
2021-06-02,384,meta,cpc,desktop
2021-06-02,123,meta,cpc,tablet
2021-06-02,3,instagram,influencer,tablet
2021-06-02,8750,google,organic,desktop
2021-06-02,295,instagram,organic_social,mobile
2021-06-02,1877,rtbhouse,cpc,mobile
2021-06-02,13596,google,organic,mobile
2021-06-02,3051,google,cpc,desktop
2021-06-02,1364,email,crm,mobile
2021-06-02,4,m.facebook.com,referral,tablet
2021-06-02,892,email,crm,desktop
2021-06-02,12,email,crm,tablet
2021-06-02,6,dv360,cpm,mobile
2021-06-02,5,youtube,organic_social,mobile
2021-06-02,2,google,cpm,desktop
2021-06-02,12,l.facebook.com,referral,desktop
2021-06-02,14334,google,cpc,mobile
2021-06-02,1,m.facebook.com,referral,desktop
2021-06-02,289,google,cpc,tablet
2021-06-02,3,youtube.com,referral,desktop
2021-06-02,8,l.instagram.com,referral,desktop
2021-06-02,18,rtbhouse,cpc,tablet
2021-06-02,4,google,cpm,tablet
2021-06-03,434,m.facebook.com,referral,mobile
2021-06-03,14,rtbhouse,cpc,tablet
2021-06-03,621,email,crm,desktop
2021-06-03,350,instagram,organic_social,mobile
2021-06-03,154,google,cpc,tablet
2021-06-03,1384,rtbhouse,cpc,mobile
2021-06-03,235,google,organic,tablet
2021-06-03,1,dv360,cpm,tablet
2021-06-03,2,instagram,influencer,tablet
2021-06-03,4,google,cpm,tablet
2021-06-03,2,l.instagram.com,referral,desktop
2021-06-03,12,l.facebook.com,referral,desktop
2021-06-03,107,dv360,cpm,desktop
2021-06-03,1169,rtbhouse,cpc,desktop
2021-06-03,175,l.instagram.com,referral,mobile
2021-06-03,390,meta,cpc,desktop
2021-06-03,8153,google,organic,desktop
2021-06-03,649,email,crm,mobile
2021-06-03,2,youtube,organic_social,mobile
2021-06-03,7,email,crm,tablet
2021-06-03,144,google,cpm,mobile
2021-06-03,90,meta,cpc,tablet
2021-06-03,1,youtube,organic_social,desktop
2021-06-03,2,instagram,organic_social,desktop
2021-06-03,9,instagram,influencer,desktop
2021-06-03,9823,google,cpc,mobile
2021-06-03,13053,google,organic,mobile
2021-06-03,1,instagram.com,referral,tablet
2021-06-03,3,lm.facebook.com,referral,mobile
2021-06-03,1,google,cpm,desktop
2021-06-03,2431,google,cpc,desktop
2021-06-03,2,m.facebook.com,referral,tablet
2021-06-03,6,youtube.com,referral,desktop
2021-06-03,8,youtube.com,referral,mobile
2021-06-03,98,instagram.com,referral,mobile
2021-06-03,184,instagram,influencer,mobile
2021-06-03,23414,meta,cpc,mobile
2021-06-03,23,l.facebook.com,referral,mobile
2021-06-03,1,instagram.com,referral,desktop
2021-06-03,1,l.instagram.com,referral,tablet
2021-06-04,1,instagram,influencer,tablet
2021-06-04,213,google,organic,tablet
2021-06-04,5,youtube.com,referral,tablet
2021-06-04,21782,meta,cpc,mobile
2021-06-04,10,rtbhouse,cpc,tablet
2021-06-04,151,youtube.com,referral,desktop
2021-06-04,930,instagram,influencer,mobile
2021-06-04,3,m.facebook.com,referral,tablet
2021-06-04,70,meta,cpc,tablet
2021-06-04,436,m.facebook.com,referral,mobile
2021-06-04,4,lm.facebook.com,referral,mobile
2021-06-04,11991,google,organic,mobile
2021-06-04,171,youtube.com,referral,mobile
2021-06-04,1,google,cpm,desktop
2021-06-04,2,youtube,organic_social,mobile
2021-06-04,19,instagram,influencer,desktop
2021-06-04,234,google,cpc,tablet
2021-06-04,78,dv360,cpm,desktop
2021-06-04,7455,google,organic,desktop
2021-06-04,24,l.facebook.com,referral,mobile
2021-06-04,1,dv360,cpm,tablet
2021-06-04,1,google,cpm,tablet
2021-06-04,1,l.facebook.com,referral,tablet
2021-06-04,2,youtube,organic_social,desktop
2021-06-04,976,rtbhouse,cpc,mobile
2021-06-04,110,instagram.com,referral,mobile
2021-06-04,706,email,crm,desktop
2021-06-04,188,l.instagram.com,referral,mobile
2021-06-04,379,meta,cpc,desktop
2021-06-04,23,google,cpm,mobile
2021-06-04,12,l.facebook.com,referral,desktop
2021-06-04,4,dv360,cpm,mobile
2021-06-04,864,rtbhouse,cpc,desktop
2021-06-04,4,l.instagram.com,referral,desktop
2021-06-04,2398,google,cpc,desktop
2021-06-04,605,email,crm,mobile
2021-06-04,405,instagram,organic_social,mobile
2021-06-04,11130,google,cpc,mobile
2021-06-04,8,email,crm,tablet
2021-06-05,6,m.facebook.com,referral,tablet
2021-06-05,95,youtube.com,referral,mobile
2021-06-05,1,instagram,organic_social,tablet
2021-06-05,1,dv360,cpm,tablet
2021-06-05,1,instagram,organic_social,desktop
2021-06-05,5174,google,organic,desktop
2021-06-05,70,dv360,cpm,desktop
2021-06-05,5,l.instagram.com,referral,desktop
2021-06-05,9,l.facebook.com,referral,desktop
2021-06-05,1,instagram.com,referral,desktop
2021-06-05,445,email,crm,desktop
2021-06-05,242,l.instagram.com,referral,mobile
2021-06-05,809,instagram,influencer,mobile
2021-06-05,5,dv360,cpm,mobile
2021-06-05,12803,google,organic,mobile
2021-06-05,78,youtube.com,referral,desktop
2021-06-05,17,google,cpm,mobile
2021-06-05,226,google,organic,tablet
2021-06-05,1753,google,cpc,desktop
2021-06-05,225,google,cpc,tablet
2021-06-05,1,google,cpm,tablet
2021-06-05,579,email,crm,mobile
2021-06-05,973,rtbhouse,cpc,mobile
2021-06-05,1,youtube.com,referral,tablet
2021-06-05,2,instagram,influencer,tablet
2021-06-05,516,rtbhouse,cpc,desktop
2021-06-05,11,email,crm,tablet
2021-06-05,1,youtube,organic_social,desktop
2021-06-05,89,meta,cpc,tablet
2021-06-05,11604,google,cpc,mobile
2021-06-05,3,l.instagram.com,referral,tablet
2021-06-05,1,lm.facebook.com,referral,tablet
2021-06-05,2,youtube,organic_social,mobile
2021-06-05,21883,meta,cpc,mobile
2021-06-05,443,m.facebook.com,referral,mobile
2021-06-05,13,l.facebook.com,referral,mobile
2021-06-05,300,meta,cpc,desktop
2021-06-05,16,instagram,influencer,desktop
2021-06-05,304,instagram,organic_social,mobile
2021-06-05,138,instagram.com,referral,mobile
2021-06-05,7,rtbhouse,cpc,tablet
2021-06-06,2,instagram,organic_social,desktop
2021-06-06,1,youtube.com,referral,tablet
2021-06-06,1984,google,cpc,desktop
2021-06-06,6092,google,organic,desktop
2021-06-06,1,instagram.com,referral,desktop
2021-06-06,576,rtbhouse,cpc,desktop
2021-06-06,1181,instagram.com,referral,mobile
2021-06-06,306,meta,cpc,desktop
2021-06-06,2,dv360,cpm,mobile
2021-06-06,435,email,crm,desktop
2021-06-06,9,l.instagram.com,referral,desktop
2021-06-06,14664,google,organic,mobile
2021-06-06,23,instagram,influencer,desktop
2021-06-06,240,google,cpc,tablet
2021-06-06,11,l.facebook.com,referral,desktop
2021-06-06,16,l.facebook.com,referral,mobile
2021-06-06,4403,instagram,influencer,mobile
2021-06-06,19,rtbhouse,cpc,tablet
2021-06-06,1,instagram.com,referral,tablet
2021-06-06,57,youtube.com,referral,desktop
2021-06-06,20,google,cpm,mobile
2021-06-06,1397,rtbhouse,cpc,mobile
2021-06-06,1077,l.instagram.com,referral,mobile
2021-06-06,95,meta,cpc,tablet
2021-06-06,65,dv360,cpm,desktop
2021-06-06,2,lm.facebook.com,referral,mobile
2021-06-06,4,youtube,organic_social,mobile
2021-06-06,235,google,organic,tablet
2021-06-06,12443,google,cpc,mobile
2021-06-06,162,instagram,organic_social,mobile
2021-06-06,607,m.facebook.com,referral,mobile
2021-06-06,8,instagram,influencer,tablet
2021-06-06,1,youtube,organic_social,tablet
2021-06-06,643,email,crm,mobile
2021-06-06,2,l.instagram.com,referral,tablet
2021-06-06,58,youtube.com,referral,mobile
2021-06-06,1,google,cpm,tablet
2021-06-06,25610,meta,cpc,mobile
2021-06-06,9,email,crm,tablet
2021-06-06,7,m.facebook.com,referral,tablet
2021-06-07,19,l.facebook.com,referral,mobile
2021-06-07,232,google,cpc,tablet
2021-06-07,20,instagram,influencer,desktop
2021-06-07,1189,rtbhouse,cpc,mobile
2021-06-07,2,youtube,organic_social,desktop
2021-06-07,17,google,cpm,mobile
2021-06-07,86,meta,cpc,tablet
2021-06-07,2,dv360,cpm,mobile
2021-06-07,6,email,crm,tablet
2021-06-07,12,l.instagram.com,referral,desktop
2021-06-07,569,email,crm,mobile
2021-06-07,15,youtube.com,referral,desktop
2021-06-07,551,l.instagram.com,referral,mobile
2021-06-07,2,l.instagram.com,referral,tablet
2021-06-07,12797,google,organic,mobile
2021-06-07,4,instagram,influencer,tablet
2021-06-07,209,google,organic,tablet
2021-06-07,11269,google,cpc,mobile
2021-06-07,100,instagram,organic_social,mobile
2021-06-07,23769,meta,cpc,mobile
2021-06-07,1,instagram,organic_social,desktop
2021-06-07,8198,google,organic,desktop
2021-06-07,12,l.facebook.com,referral,desktop
2021-06-07,24,youtube.com,referral,mobile
2021-06-07,1164,rtbhouse,cpc,desktop
2021-06-07,1,l.facebook.com,referral,tablet
2021-06-07,924,email,crm,desktop
2021-06-07,1902,instagram,influencer,mobile
2021-06-07,6,m.facebook.com,referral,tablet
2021-06-07,409,meta,cpc,desktop
2021-06-07,17,rtbhouse,cpc,tablet
2021-06-07,3,instagram.com,referral,tablet
2021-06-07,98,dv360,cpm,desktop
2021-06-07,487,instagram.com,referral,mobile
2021-06-07,401,m.facebook.com,referral,mobile
2021-06-07,4,youtube,organic_social,mobile
2021-06-07,2463,google,cpc,desktop
2021-06-07,1,youtube,organic_social,tablet
2021-06-08,1,dv360,cpm,mobile
2021-06-08,1,youtube,organic_social,desktop
2021-06-08,1,lm.facebook.com,referral,mobile
2021-06-08,1,youtube.com,referral,tablet
2021-06-08,1250,rtbhouse,cpc,desktop
2021-06-08,6,email,crm,tablet
2021-06-08,14321,google,cpc,mobile
2021-06-08,65,meta,cpc,tablet
2021-06-08,1,youtube,organic_social,tablet
2021-06-08,21,l.facebook.com,referral,mobile
2021-06-08,1,l.instagram.com,referral,tablet
2021-06-08,44,youtube.com,referral,mobile
2021-06-08,107,instagram,organic_social,mobile
2021-06-08,375,google,cpc,tablet
2021-06-08,12622,google,organic,mobile
2021-06-08,1,m.facebook.com,referral,desktop
2021-06-08,7,m.facebook.com,referral,tablet
2021-06-08,642,email,crm,desktop
2021-06-08,212,google,organic,tablet
2021-06-08,482,m.facebook.com,referral,mobile
2021-06-08,14,instagram,influencer,desktop
2021-06-08,23289,meta,cpc,mobile
2021-06-08,8178,google,organic,desktop
2021-06-08,889,instagram,influencer,mobile
2021-06-08,15,rtbhouse,cpc,tablet
2021-06-08,183,instagram.com,referral,mobile
2021-06-08,433,meta,cpc,desktop
2021-06-08,313,l.instagram.com,referral,mobile
2021-06-08,10,l.instagram.com,referral,desktop
2021-06-08,2,instagram,influencer,tablet
2021-06-08,16,youtube.com,referral,desktop
2021-06-08,12,google,cpm,mobile
2021-06-08,1,google,cpm,desktop
2021-06-08,1,instagram.com,referral,desktop
2021-06-08,1361,rtbhouse,cpc,mobile
2021-06-08,602,email,crm,mobile
2021-06-08,3313,google,cpc,desktop
2021-06-08,5,youtube,organic_social,mobile
2021-06-08,109,dv360,cpm,desktop
2021-06-08,8,l.facebook.com,referral,desktop
2021-06-09,3,m.facebook.com,referral,tablet
2021-06-09,1435,instagram,influencer,mobile
2021-06-09,3,instagram,influencer,tablet
2021-06-09,215,instagram.com,referral,mobile
2021-06-09,19,l.facebook.com,referral,desktop
2021-06-09,4,youtube,organic_social,desktop
2021-06-09,3,youtube,organic_social,mobile
2021-06-09,2915,google,cpc,desktop
2021-06-09,12290,google,organic,mobile
2021-06-09,1,youtube.com,referral,tablet
2021-06-09,101,dv360,cpm,desktop
2021-06-09,233,google,organic,tablet
2021-06-09,23,instagram,influencer,desktop
2021-06-09,24,youtube.com,referral,desktop
2021-06-09,18,l.facebook.com,referral,mobile
2021-06-09,392,meta,cpc,desktop
2021-06-09,8,l.instagram.com,referral,desktop
2021-06-09,10,email,crm,tablet
2021-06-09,36,youtube.com,referral,mobile
2021-06-09,12772,google,cpc,mobile
2021-06-09,1,instagram.com,referral,tablet
2021-06-09,11,google,cpm,mobile
2021-06-09,1,l.instagram.com,referral,tablet
2021-06-09,255,instagram,organic_social,mobile
2021-06-09,23033,meta,cpc,mobile
2021-06-09,837,email,crm,desktop
2021-06-09,17,rtbhouse,cpc,tablet
2021-06-09,8154,google,organic,desktop
2021-06-09,2,instagram,organic_social,desktop
2021-06-09,84,meta,cpc,tablet
2021-06-09,438,m.facebook.com,referral,mobile
2021-06-09,1,youtube,organic_social,tablet
2021-06-09,1160,rtbhouse,cpc,desktop
2021-06-09,234,google,cpc,tablet
2021-06-09,1,dv360,cpm,mobile
2021-06-09,2,m.facebook.com,referral,desktop
2021-06-09,2,google,cpm,desktop
2021-06-09,1144,email,crm,mobile
2021-06-09,332,l.instagram.com,referral,mobile
2021-06-09,1334,rtbhouse,cpc,mobile
2021-06-10,408,l.instagram.com,referral,mobile
2021-06-10,2,l.instagram.com,referral,tablet
2021-06-10,12586,google,organic,mobile
2021-06-10,1,dv360,cpm,tablet
2021-06-10,91,meta,cpc,tablet
2021-06-10,236,google,organic,tablet
2021-06-10,2,instagram,influencer,tablet
2021-06-10,4,youtube,organic_social,desktop
2021-06-10,786,email,crm,desktop
2021-06-10,1,google,cpm,desktop
2021-06-10,265,google,cpc,tablet
2021-06-10,233,instagram,organic_social,mobile
2021-06-10,20,youtube.com,referral,mobile
2021-06-10,3,youtube,organic_social,mobile
2021-06-10,2,lm.facebook.com,referral,mobile
2021-06-10,15,rtbhouse,cpc,tablet
2021-06-10,8001,google,organic,desktop
2021-06-10,1082,email,crm,mobile
